name	city	state	founded	lat	long
Simply Doyenne LLC	Stone Mountain	Georgia	2017	33.79	-84.2
Sissons Restaurant Brewery	Baltimore	Maryland	2016	39.26	-76.62
Sixpoint Brewery	Memphis	Tennessee	2018	35.04	-89.93
Skull Camp Brewing	Elkin	North Carolina	2016	36.3	-80.9
Slate Farm Brewery LLC	Whiteford	Maryland	2016	39.7	-76.32
Sligo Mill Brewing Company, LLC	Rockville	Maryland	2014	39.05	-77.12
Smallman Brewing, LLC	New Orleans	Louisiana	1997	29.91	-89.96
Sociable Cider Werks, LLC	Minneapolis	Minnesota	2012	45.0	-93.24
Sog City Brewery	Tampa	Florida	2015	27.89	-82.51
Song Sakanin Corporation	Germantown	Maryland	2009	39.15	-77.29
South Eastern Brewing Inc	Chapin	South Carolina	1995	34.14	-81.34
Southerleigh Fine Food Brewing	San Antonio	Texas	2014	29.44	-98.48
Southern Appalachian Brewery	Hendersonville	North Carolina	2012	35.3	-82.5
Southern Crown Partners, LLC	Fitzgerald	Georgia	2007	31.7	-83.2
Southern Glazer's Wine and Spirits of Texas, LLC	Farmers Branch	Texas	1909	32.92	-96.9
Anheuser-Busch, LLC	Fort Collins	Colorado	1852	40.7	-105.0
Southern Heights Brewing Co LLC	Round Rock	Texas	2014	30.54	-97.65
Southern Pines Brewing Company, LLC	Southern Pines	North Carolina	2013	35.17	-79.38
Southern Prohibition Brewing	Hattiesburg	Mississippi	2015	31.3	-89.4
Southern Range Brewing LLC	Monroe	North Carolina	2016	34.9	-80.5
Southern Wicked Distillery Inc.	Raleigh	North Carolina	2015	35.95	-78.61
Southpaw Brew Co, LLC	Gainesville	Virginia	2016	38.81	-77.62
Specialty Products International, Ltd.	Chapel Hill	North Carolina	1971	35.97	-79.04
Spiral Brewery, LLC	Hastings	Minnesota	2014	44.7	-92.9
Sports Fountain 1	Tucker	Georgia	2006	33.86	-84.21
Spudco Beverages, Inc.	Myrtle Beach	South Carolina	2014	33.7	-78.9
Stampede Brewing Co Ltd	Dallas	Texas	2005	32.86	-96.87
Starr Hill Brewing Company	Crozet	Virginia	2004	38.2	-78.7
Stash House Brewing LLC	Richmond	Virginia	2016	37.58	-77.52
Statewide Beverage LLC	Harlingen	Texas	2010	26.2	-97.7
Station 6 Brewing LLC	Ashburn	Virginia	2015	39.05	-77.48
Still Hollow Distillery	Harman	West Virginia	2016	38.92	-79.52
Stillwater Brewing Company LLC	Stillwater	Oklahoma	2015	36.1	-97.1
Stockyards Brewing Company, LLC	Kansas City	Missouri	2012	39.093	-94.602
Stone City Brewing Ltd Inc	Solon	Iowa	1996	41.8	-91.5
Storm Clouds Brewing, LLC	Durham	North Carolina	2016	35.99	-78.9
Stout Beverages, LLC	Kings Mountain	North Carolina	2011	35.3	-81.4
Stout Brands, LLC	Kings Mountain	North Carolina	2012	35.3	-81.4
Stout's Growlers, LLC	Canton	Georgia	2014	34.3	-84.5
Sufu Brewery Tours	Mitchell	South Dakota	2016	43.7	-98.0
Sugar Creek Brewing Company, LLC	Charlotte	North Carolina	2014	35.17	-80.92
Summit Brewing Company	Saint Paul	Minnesota	1984	44.93	-93.12
Surly Brewing Company	Minneapolis	Minnesota	2004	45.07	-93.34
Swamp Head Brewery L.L.C.	Gainesville	Florida	2008	29.59	-82.4
Sway Water Inc	Austin	Texas	2014	30.21	-97.8
Sweetwater Brewing Company, LLC	Atlanta	Georgia	1996	33.82	-84.36
Swilled Dog Hard Cider Company	Franklin	West Virginia	2016	38.6	-79.4
Sycamore Brewing, LLC	Charlotte	North Carolina	2013	35.25	-80.82
Tabula Rasa Brewing, LLC	Saint Johns	Florida	2015	30.1	-81.6
Tailgate Beer	Nashville	Tennessee	2007	36.15	-86.9
Talking Waters Brewing Company LLC	Montevideo	Minnesota	2015	45.0	-95.7
Tall Tales Brewing Company LLC	Parsonsburg	Maryland	2013	38.4	-75.5
Tallahassee Brew District LLC	Tallahassee	Florida	2016	30.46	-84.35
Tallgrass Brewing Company	Manhattan	Kansas	2007	39.3	-96.7
Tank 51 LLC	Coral Gables	Florida	2016	25.72	-80.27
Tellmaleh, Inc.	Miami	Florida	2018	25.66	-80.29
Tennessee Brew Works, LLC	Nashville	Tennessee	2011	36.15	-86.79
Tennessee Cider Company	Adams	Tennessee	2016	36.6	-87.1
Terrapin Beer Company, LLC	Athens	Georgia	2001	34.03	-83.45
Texacello	Austin	Texas	2003	30.3	-97.81
Texas Ingredient Corporation	Cleburne	Texas	1995	32.3	-97.5
Texian Brewing Co	Richmond	Texas	2012	29.6	-95.8
That Damn Mary Brewing LLC	Heathsville	Virginia	2015	37.9	-76.4
The Abita Band Inc	Abita Springs	Louisiana	2009	30.5	-90.0
The Atlanta Brewing Company	Atlanta	Georgia	1994	33.79	-84.44
The Best of Brews	Duluth	Georgia	2013	34.02	-84.14
The Beverage Cellar L L C	Osborne	Kansas	2010	39.4	-98.7
The Brew Box LLC	Sylvania	Georgia	2019	32.7	-81.6
The Brew LLC	Southlake	Texas	2015	32.96	-97.15
The Brewers Cask	Glen Arm	Maryland	2014	39.46	-76.51
The Burnt Hickory Brewery LLC	Kennesaw	Georgia	2011	34.03	-84.6
The Center For Vital Living DBA	Naples	Florida	2010	26.13	-81.8
The Cidery LLC	New Orleans	Louisiana	2016	29.95	-90.1
The Duck- Rabbit Craft Brewery Inc	Farmville	North Carolina	2004	35.6	-77.6
The Fermentation Station	Jacksonville	North Carolina	1995	34.7	-77.5
The Fishermen's Wharf	Des Allemands	Louisiana	1999	29.9	-90.5
The Florida Beer Company Inc	Melbourne	Florida	2000	28.08	-80.62
The Florida Brewery Inc	Miami	Florida	2015	25.78	-80.3
The Georgia Beer Company LLC	Valdosta	Georgia	2014	30.8	-83.4
The Good Word Brewing LLC	Decatur	Georgia	2015	33.77	-84.29
The Legion Distillery	Vanleer	Tennessee	2016	36.26	-87.47
The Masters Brew	Sparta	Tennessee	2012	35.9	-85.5
The Oozlefinch Craft Brewery LLC	Newport News	Virginia	2016	37.12	-76.52
The River Company Restaurant & Brewery I	Radford	Virginia	2015	37.1	-80.6
The Southern Brewing Company	Athens	Georgia	2015	34.0	-83.35
The Speakeasy	Bluefield	West Virginia	2015	37.3	-81.1
The Three Ring Brewing Co LLC	Asheville	North Carolina	2012	35.59	-82.56
The Virginia Beer Company LLC	Williamsburg	Virginia	2012	37.2	-76.7
The Witherspoon Distillery	Lewisville	Texas	2015	33.05	-96.98
Thew Brewing Company	Cedar Rapids	Iowa	2016	41.97	-91.58
Thick -N- Thin Brewery, LLC	Houston	Texas	2017	29.69	-95.65
Thomas Creek Brewery, LLC	Greenville	South Carolina	1996	34.78	-82.38
Thoroughbreds Grill & Brewing Company LLC	Leesburg	Virginia	2004	39.2	-77.5
Three Stars Brewing Co LLC	Washington	District of Columbia	2010	38.98	-77.03
Throx Brew Market and Grille	Winchester	Virginia	2015	39.3	-78.2
Tin Mill Brewing Company	Hermann	Missouri	2006	38.7	-91.4
Tin Roof Brewing Company, LLC	Baton Rouge	Louisiana	2009	30.43	-91.18
Tipple Time	Savannah	Georgia	2008	32.07	-81.09
Titanic Brewing Company Inc	Coral Gables	Florida	1995	25.72	-80.27
Tom's Town Distiller	Kansas City	Missouri	2015	39.08	-94.58
Tony Guinn	Big Flat	Arkansas	2017	36.1	-92.3
Town In City Brewing Company, LLC	Houston	Texas	2011	29.79	-95.37
Trapezium Brewing LLC	Petersburg	Virginia	2014	37.2	-77.5
Travis County Brewing Company, LLC	Austin	Texas	2014	30.38	-97.89
Trendbrew Inc.	Alpharetta	Georgia	2015	34.09	-84.22
Trh Beverages of Brownsville, LLC	Louisville	Kentucky	2014	38.22	-85.68
Trh Beverages of Port Arthur LLC	Louisville	Kentucky	2014	38.22	-85.68
Trh Beverages of Temple, LLC	Louisville	Kentucky	2011	38.22	-85.68
Triple Crown Brewing LLC	Lexington	Kentucky	2015	37.99	-84.37
Triple Lll Whitetails	Huntsville	Texas	2005	30.8	-95.5
Triple S Threat LLC	Lexington	Kentucky	2016	38.05	-84.5
Triskelion Brewing Company LLC	Hendersonville	North Carolina	2014	35.3	-82.5
Trophy On Maywood, LLC	Raleigh	North Carolina	2014	35.7	-78.7
True Respite Brewing Company, LLC	Derwood	Maryland	2015	39.14	-77.13
True Vine Brewing Company, LLC	Tyler	Texas	2011	32.32	-95.29
Tuppers' Hop Pocket Brewing Co Inc	Bethesda	Maryland	1997	39.0	-77.16
Tupps Brewery, LLC	Mckinney	Texas	2013	33.18	-96.59
Twin Beaches Brewing Incorporated	Chesapeake Beach	Maryland	2013	38.66	-76.54
Twin Lakes Brewing Co LP	Wilmington	Delaware	2004	39.72	-75.62
Twisted Ales Craft Brewing LLC	Chesterfield	Virginia	2015	37.4	-77.6
Twisted Vine Brewery	Saint Charles	Iowa	2018	41.3	-93.8
Two Cousins Brewing LLC	Maxton	North Carolina	2016	34.7	-79.3
Two Track Malting, LLC	Bismarck	North Dakota	2015	46.8	-100.8
Tye Dye Brewing Company	Dallas	Texas	2007	32.8	-96.79
Union Craft Brewing Company, LLC	Baltimore	Maryland	2011	39.33	-76.64
United Distributing Co LLC	Dothan	Alabama	1952	31.3	-85.4
Urban Chestnut Brewing Company, Inc.	Saint Louis	Missouri	2009	38.63	-90.22
Urban Farmhouse Brewery, LLC	Oklahoma City	Oklahoma	2013	35.43	-97.52
Vasen Brewing Company, LLC	Richmond	Virginia	2015	37.59	-77.49
Virginia Craft Brewing Support LLC	Alexandria	Virginia	2015	38.81	-77.07
Volunteer Brewing Company LLC	Middletown	Delaware	2015	39.5	-75.7
Wabc Management, LLC	Fort Worth	Texas	2018	32.74	-97.38
Wallnut Street Partners, LLC	Morgantown	West Virginia	2009	39.65	-79.95
Wandering Butcher Brewing Co., LLC	San Antonio	Texas	2007	29.64	-98.58
Wandering Butcher Brewing Co., LLC	San Antonio	Texas	2007	29.52	-98.53
Weathered Souls Brewing Company	San Antonio	Texas	2016	29.53	-98.48
Wedge Brewing Co	Asheville	North Carolina	2008	35.59	-82.56
Weeping Radish Farm Brewery LLC	Grandy	North Carolina	2007	36.23	-75.88
West Mountain Brewing Co	Fayetteville	Arkansas	1997	36.0	-94.1
West Palm Brewing LLC	West Palm Beach	Florida	2016	26.72	-80.07
Westminster House of Brews	Westminster	Maryland	2015	39.6	-77.0
Whistle Top Brew Company	Cornelia	Georgia	2015	34.5	-83.6
Wichita Brewing Company Production, LLC	Wichita	Kansas	2014	37.67	-97.32
Wicked Boxer Brewing, LLC	Cypress	Texas	2017	29.96	-95.74
Wicked Wort Brewing Company LLC	Minneapolis	Minnesota	2014	45.01	-93.34
Wild 3434 Inc	Columbus	Georgia	2018	32.47	-84.95
Wild Bills Eatery and Brew LLC	Sartell	Minnesota	2014	45.64	-94.23
Wild Wolf, LLC	Lexington	Kentucky	2015	37.99	-84.37
William D Allandale Brewing Co	Saint Louis	Missouri	2006	38.58	-90.42
William K. Busch Brewing Company, LLC	Saint Louis	Missouri	2012	38.62	-90.35
Wilmington Brew Works LLC	Wilmington	Delaware	2017	39.74	-75.52
Winchester Brew Works, LLC	Winchester	Virginia	2016	39.17	-78.17
Windmill Point LLC	Kissimmee	Florida	2015	28.31	-81.43
Wingstop Beverages, Inc.	Richardson	Texas	2014	32.95	-96.72
Winter Park Brewing Co LLC	Maitland	Florida	2005	28.63	-81.36
Wise Man Brewing LLC	Oak Ridge	North Carolina	2014	36.17	-80.0
Witherspoon Distillery	Lewisville	Texas	2015	33.05	-96.98
Wnc Craft Beer Export	Asheville	North Carolina	2017	35.6	-82.6
Wolffinz LLC	Manassas	Virginia	2016	38.74	-77.49
World of Beer, Inc.	Tampa	Florida	2016	28.06	-82.61
Worth Brewing Co	Northwood	Iowa	2007	43.4	-93.3
Wynwood Brewing Company LLC	Miami	Florida	2011	25.81	-80.21
Yazoo Brewing Company Inc	Nashville	Tennessee	2003	36.15	-86.79
Yuengling Brewing Co Tampa Inc	Tampa	Florida	1998	28.05	-82.45
Zilch, Inc.	The Woodlands	Texas	2004	30.2	-95.54
Zodiac Spirits Inc	Dallas	Texas	2003	32.83	-96.77
Zymurgy Holding Company, Lc	Del Valle	Texas	2014	30.15	-97.58
14 Cannons Brewing Company, Inc.	Westlake Village	California	2017	34.2	-118.82
15 Mile Ventures, LLC	The Dalles	Oregon	2015	45.6	-121.2
1848 Distillery	Placerville	California	2015	38.8	-120.6
1904 Brewing Company, Inc.	San Diego	California	2018	32.72	-117.12
20 Corners Brewing, LLC	Woodinville	Washington	2015	47.76	-122.13
23 Bottles of Beer LLC	Santa Rosa	California	2003	38.5	-122.6
3 Disciples Brewing LLC	Sebastopol	California	2015	38.4	-122.9
32 North Brewing Co LLC	San Diego	California	2016	32.9	-117.21
401 Brew Street	San Diego	California	2015	32.72	-117.18
411 Broadway Ales and Spirits, LLC	Fresno	California	2017	36.73	-119.79
5 Cider LLC	Portland	Oregon	2016	45.54	-122.6
7 Cold Brew LLC	San Diego	California	2016	32.72	-117.12
7 Seas Brewing LLC	Tacoma	Washington	2008	47.27	-122.47
7 Sisters Brewing Company LLC	Nipomo	California	2016	35.0	-120.5
Abiqua Spirit Distillery LLC	Silverton	Oregon	2015	44.9	-122.6
Absolution Brewing Company	Torrance	California	2013	33.84	-118.35
Affinity Brew LLC	Corona	California	2015	33.93	-117.62
Agaves Y Tequilas Don Pilar	Belmont	California	2007	37.51	-122.3
Alaskan Brewing Holding, LLC	Juneau	Alaska	2004	58.0	-134.0
Alaskan Brewing, LLC	Juneau	Alaska	1986	58.0	-134.0
Ale & Lager Enterprises Incorporated	Mount Vernon	Washington	1993	48.4	-122.4
Alesong Brewing & Blending	Eugene	Oregon	2016	44.0	-123.2
Aliso Viejo Brewing Co Inc	Trabuco Canyon	California	1999	33.63	-117.55
Almanac Beer Co., LLC	Alameda	California	2010	37.77	-122.28
Alpine Beer Company, Inc.	Alpine	California	1995	32.8	-116.7
Alpine Brewing Co	Oroville	Washington	2000	48.9	-119.3
Altered Aleworks LLC	Sacramento	California	2015	38.54	-121.45
Amakua Holdings Inc	Lahaina	Hawaii	1994	20.9	-156.6
Ambitious Ales LLC	Buena Park	California	2014	33.88	-117.99
Ambrew LLC	Edmonds	Washington	2010	47.81	-122.37
Amnesia Brewing ""llc	Portland	Oregon	2003	45.54	-122.68
Ancestry Brewing	Oregon City	Oregon	2016	45.3	-122.5
Anchor Brewers & Distillers, LLC	Novato	California	2010	38.1	-122.64
Anchorage Brewing Co	Anchorage	Alaska	2010	61.3	-149.8
Anchorage Distillery	Anchorage	Alaska	2014	61.3	-149.8
Andante Foods LLC	Los Angeles	California	2017	34.08	-118.22
Anderson Valley Brewing, Inc.	Boonville	California	1987	39.03	-123.39
Anheuser-Busch, LLC	Beverly Hills	California	1852	34.06	-118.4
Anheuser-Busch, LLC	Portland	Oregon	1852	45.59	-122.71
Apex	Portland	Oregon	2009	45.48	-122.64
Arctic Bliss Brewing	Anchorage	Alaska	2015	61.21	-149.73
Art Light Corp	Los Angeles	California	1979	34.11	-118.19
Artisan Brewers LLC	Oakland	California	2016	37.81	-122.27
Artisan Brewers, LLC	San Leandro	California	2008	37.71	-122.16
Aslan Brewing Company LLC	Bellingham	Washington	2016	48.74	-122.53
Associated Microbreweries, Inc.	San Diego	California	1988	32.8	-117.24
Associated Microbreweries, Ltd., A California Limited Partnership	San Diego	California	1988	32.8	-117.24
Astoria Brewing Company, Inc.	Astoria	Oregon	2012	46.1	-123.7
Aumakua Holdings Inc.	Lahaina	Hawaii	2006	20.9	-156.6
B C Marketing Concepts Inc.	Hood River	Oregon	1984	45.6	-121.7
B W At The Brewery	Los Angeles	California	1999	34.08	-118.22
Back Street Brewery	Vista	California	2017	33.2	-117.25
Backyard Brew Pub LLC	Aliso Viejo	California	2015	33.56	-117.73
Bad Dog Distillery, LLC	Arlington	Washington	2014	48.2	-122.0
Balba C Brewer	Ontario	California	2016	34.03	-117.59
Ballast Point Spirits, LLC	San Diego	California	2011	32.9	-117.21
Barebottle Brewing Company, Inc.	San Francisco	California	2011	37.75	-122.42
Barkandbrew Inc.	San Diego	California	2003	32.76	-117.07
Barnaby Brewing Co.	Juneau	Alaska	2018	58.0	-134.0
Barrel Brothers Brewing	Windsor	California	2016	38.53	-122.82
Barrel Head Brewhouse	San Francisco	California	2013	37.77	-122.44
Barritus Brewery	Carlsbad	California	2017	33.13	-117.31
Bastion Brewing Company LLC	Oak Harbor	Washington	2016	48.3	-122.7
Battlemage Brewing Company	Vista	California	2016	33.16	-117.25
Bay Bridge Brewing	Chula Vista	California	2008	32.6	-117.04
Bbd USA LLC	Los Angeles	California	2018	34.0	-118.43
Bear Republic Brewing Co Inc	Cloverdale	California	1995	38.8	-123.0
Beef N Brew	Diamond Springs	California	2016	38.68	-120.82
Beer Designs, LLC	Ventura	California	2017	34.27	-119.22
Beer Valley Brewing Company, LLC	Ontario	Oregon	2006	44.1	-117.0
Beercraft	Rohnert Park	California	2012	38.34	-122.7
Bell Family Brewery Inc	Vacaville	California	2015	38.4	-121.9
Bellevue Brewing Company, LLC	Bellevue	Washington	2013	47.62	-122.17
Bending Waters LLC	Garden Valley	California	2016	38.9	-120.8
Benediction Brewing Company	Gardena	California	2015	33.9	-118.32
Bevel Brewing Company	Bend	Oregon	2015	44.0	-121.3
Big House Brewing Inc	Walla Walla	Washington	1996	46.1	-118.3
Big Island Brewhaus LLC	Kamuela	Hawaii	1999	20.0	-155.6
Big Island Brewing LLC	Honolulu	Hawaii	2007	21.29	-157.85
Big Time Brewery Company Inc	Seattle	Washington	1988	47.66	-122.3
Bighorn Brewery Warehouse	Tacoma	Washington	2008	47.21	-122.47
Birdsview Brewing Co	Concrete	Washington	2006	48.5	-121.3
Black Fleet Brewing	Tacoma	Washington	2016	47.25	-122.47
Black Mountain Brewery LLC	Cupertino	California	2015	37.3	-122.07
Blackball Brewing Company LLC	Hermosa Beach	California	2016	33.86	-118.4
Blanco Basura Beverage, Inc.	Pleasanton	California	2009	37.7	-121.9
Blewett Brewing Company LLC	Wenatchee	Washington	2016	47.4	-120.4
Blinking Owl Distillery	Santa Ana	California	2013	33.75	-117.86
Blinking Owl Distillery	Santa Ana	California	2017	33.75	-117.86
Block 15 Brewing Co Inc	Corvallis	Oregon	2008	44.5	-123.3
Blossom Rock Brewing Company	Oakland	California	2016	37.76	-122.16
Blue Horse Brewing Company LLC	Stockton	California	2018	38.03	-121.42
Blue Note Brewing Company	Woodland	California	2013	38.8	-121.9
Boat Beer Brewing LLC	Bellevue	Washington	2016	47.61	-122.11
Bootlegger's Brewery LLC	Fullerton	California	2006	33.88	-117.89
Boundary Bay Brewing Company	Bellingham	Washington	1992	48.74	-122.53
Boyle Heights Brewery	Los Angeles	California	2018	34.13	-118.21
Brass Bear Brewing	Santa Barbara	California	2015	34.42	-119.71
Brew Bakers	Grass Valley	California	2014	39.2	-120.9
Brew Crafty	Santa Ana	California	2016	33.77	-117.88
Brew Crew	Redlands	California	2010	34.06	-117.18
Brew Crew Inc.	Riverside	California	2017	33.9	-117.45
Brew In A Bag	Portland	Oregon	2014	45.61	-122.75
Brew Rebellion	Yucaipa	California	2014	34.0	-117.0
Brew Rebellion	San Bernardino	California	2017	34.08	-117.26
Brew Rebellion Berdoo, LLC	Banning	California	2016	33.9	-116.8
Brew Ventures Incorporated	Clayton	California	2016	37.89	-121.89
Brew Wings LLC	Paramount	California	2015	33.9	-118.17
Brew4u, LLC	San Carlos	California	2013	37.5	-122.27
Brewbakers Brewing Company	Visalia	California	1995	36.4	-119.38
Brewery	Portland	Oregon	2014	45.48	-122.64
Brewery Atlantis, Inc.	San Francisco	California	1996	37.77	-122.39
Brewhouse Provisions	Redmond	Washington	2015	47.68	-122.12
Brewing NW Ltd Inc	Corvallis	Oregon	1982	44.5	-123.3
Brewing Republic of California	Walnut Creek	California	2015	37.92	-122.07
Brewing Your Winning Culture	Culver City	California	2016	34.02	-118.39
Brewlab	Eugene	Oregon	2015	44.11	-123.13
Brewmaster, Inc	San Francisco	California	1988	37.73	-122.38
Brews Customs	Auburn	Washington	2016	47.31	-122.27
Brewyard Beer Company LLC	Glendale	California	2018	34.17	-118.29
Bridgeport Brewing Co	Portland	Oregon	2005	45.53	-122.68
Brier Brewing LLC	Brier	Washington	2015	47.8	-122.28
Brotherhood Brewing Company LLC	Kennewick	Washington	2015	46.1	-119.1
Bulldog Brewery La, LLC	Sherman Oaks	California	2015	34.15	-118.43
Bump City Brewing Company LLC	Oakland	California	2016	37.77	-122.22
Buri Buri Liquors	South San Francisco	California	1957	37.66	-122.42
Butchers Fine Sales, LLC	Santee	California	2013	32.86	-116.99
Buzzworks Inc.	San Francisco	California	2013	37.78	-122.41
Calapooia Brewing Co	Albany	Oregon	1993	44.6	-123.2
Caldera Brewing Co	Ashland	Oregon	1996	42.2	-122.5
California Beer Company LLC	Vista	California	2010	33.16	-117.25
California Brewing Company, Inc.	Anderson	California	2006	40.5	-122.3
Camino Brewing Company LLC	San Jose	California	2014	37.334	-121.891
Casa Agria	Oxnard	California	2015	33.7	-119.3
Cascade Ales Company	Longview	Washington	2010	46.2	-123.1
Cascadia Homebrew	Olympia	Washington	2015	47.0	-122.9
Celestial Meads	Anchorage	Alaska	2017	61.21	-149.82
Chance Brewing Company, LLC	Honolulu	Hawaii	2015	21.27	-157.82
Channel Brewing Co	Stockton	California	2016	37.98	-121.32
Chehalis Brewing Group LLC	Chehalis	Washington	2016	46.7	-123.0
Chief Spring's Fire and Irons Brew Pub, LLC	Dayton	Washington	2012	46.3	-117.9
Chino Valley Brewery Inc.	Ontario	California	2016	34.03	-117.59
Chuckanut Bay Distillery, Inc.	Bellingham	Washington	2012	48.74	-122.53
Chugath Beverages LLC	Anchorage	Alaska	1995	61.3	-149.8
Cleophus Quealy Beer Company	San Leandro	California	2012	37.71	-122.16
Cloverdale Ale Brwng Company	Cloverdale	California	2015	38.8	-123.0
Coastal Maine Brewing Company LLC	Port Hueneme	California	2014	34.15	-119.15
Coin Toss Brewing Company LLC	Oregon City	Oregon	2014	45.3	-122.5
Come On Get Hoppy	Nine Mile Falls	Washington	2018	47.8	-117.6
Converge Brewing Company	Paso Robles	California	2017	35.6	-120.9
Anheuser-Busch, Incorporated	Lakeland	Florida	1852	27.99	-82.01
Copper Collar Distillery, LLC	Chula Vista	California	2015	32.63	-117.05
Copperhill Distillery	Valencia	California	2016	34.46	-118.56
Corvallis Brewing Supply	Corvallis	Oregon	1998	44.5	-123.3
Coyote Valley Brewing Company	San Jose	California	2016	37.22	-121.75
Craft Brew Alliance, Inc.	Portland	Oregon	1981	45.54	-122.68
Craftsman Brewing Co	Pasadena	California	1995	34.17	-118.17
Creative Creature, LLC	El Cajon	California	2017	32.84	-116.88
Crispinian Inc	Colfax	California	2008	39.1	-120.7
Crooked City Cider LLC	Oakland	California	2015	37.81	-122.24
Cross Creek Brewing Company, LLC	Tujunga	California	2011	34.3	-118.2
Crucible Brewing Co	Bellevue	Washington	2015	47.62	-122.21
Crucible Brewing Company	Everett	Washington	2015	47.9	-122.18
Cydea, Inc.	San Diego	California	1997	32.91	-117.14
D & Ed Liquor, Inc.	South Gate	California	2006	33.94	-118.19
D&S Brewing Solutions, Inc.	Long Beach	California	2014	33.8	-118.11
Dark See LLC	Oakland	California	2016	37.83	-122.26
Dbmitchell Brewing LLC	San Diego	California	2016	32.74	-117.13
De Garde Brewing	Tillamook	Oregon	2015	45.6	-123.7
DEAD OAK BREWING COMPANY LLC	Atascadero	California	2016	35.5	-120.7
Delaney Brewing Company LLC	Los Osos	California	2013	35.3	-120.8
Delta Coast Beer, LLC	Anaheim	California	2015	33.84	-117.87
Deluxe Brewing Company	Albany	Oregon	2015	44.6	-123.2
Deschutes Brewery, Inc.	Bend	Oregon	1988	43.9	-121.3
Desert Brothers Craft	Montebello	California	2014	34.01	-118.11
Desolation Brewing Company	South Lake Tahoe	California	2016	38.8	-120.1
Detar Brewing LLC	Liberty Lake	Washington	2016	47.64	-117.09
Devil's Canyon Brewing Company, Inc.	San Carlos	California	2014	37.5	-122.27
Diamond Knot Brewery Inc	Mukilteo	Washington	1996	47.91	-122.3
Dimitroff, John	Riverside	California	2011	33.9	-117.45
Dirty Couch LLC	Seattle	Washington	2014	47.66	-122.38
Distillery 101 LLC	Del Mar	California	2015	32.97	-117.24
Diving Dog LLC	Oakland	California	2013	37.81	-122.27
Double Mountain Brewery	Portland	Oregon	2015	45.48	-122.6
Double Mountain Brewery	Hood River	Oregon	2006	45.6	-121.7
Down Shift Brewing Company LLC	Cloverdale	California	2018	38.8	-123.0
Downbeat Brewing	San Diego	California	2016	33.02	-117.14
Downtown PR LLC	Paso Robles	California	2010	35.6	-120.9
Dragas Brewing Industries, Inc.	Rocklin	California	2012	38.8	-121.23
Dragon's Tale Brewery, Inc.	Montclair	California	2015	34.07	-117.7
Drake's Brewing Company Inc	San Leandro	California	1989	37.71	-122.16
Drakes Dealership (master Agreement)	Oakland	California	2015	37.81	-122.27
Draughtsmen Aleworks LLC	Goleta	California	2015	34.2	-120.0
Drinks Americas Holdings, Ltd.	Los Angeles	California	2014	34.04	-118.19
Dropout Wines LLC	Napa	California	2013	38.5	-122.3
DSB Enterprises, Inc.	Vista	California	2002	33.16	-117.25
Dungeness Brewing Co.	Port Angeles	Washington	2017	48.0	-123.3
Dunloe Brewing LLC	Davis	California	2015	38.56	-121.82
Dunsmuir Brewery Works	Dunsmuir	California	2015	41.2	-122.3
Dwinell, LLC	Goldendale	Washington	2017	45.8	-120.5
Eagle Rock Brewery, LLC	Los Angeles	California	2006	34.11	-118.23
East Brother Beer Company	Richmond	California	2016	37.92	-122.34
Eight Bridges Brewing Inc.	Livermore	California	2013	37.8	-121.7
El Dorado Brewing Co.	Camino	California	1994	38.75	-120.68
Elliott Bay Brewing Company	Seattle	Washington	1997	47.58	-122.4
Elysian Brewing Company, Inc.	Seattle	Washington	1995	47.54	-122.31
Encinitas Brewing Science	Encinitas	California	2015	33.05	-117.25
Encinitas Oggis Inc	Encinitas	California	2004	33.05	-117.25
English Ales Brewers, Inc.	Marina	California	2001	36.68	-121.79
English Setter Brewing	Spokane Valley	Washington	2014	47.67	-117.2
Epidemic Ales	Concord	California	2015	37.97	-122.04
Ernst Fleckenstein Brewing Co	Portland	Oregon	2001	45.55	-122.73
Etna Brewing Co LLC	Etna	California	1990	41.4	-122.9
Etna Brewing Co Tap House	Yreka	California	2015	41.8	-122.7
Eurolink Ltd	Woodland Hills	California	1993	34.17	-118.62
Evans Brewing Company Inc.	Corona	California	2012	33.93	-117.62
Ewan Brewin LLC	Spokane Valley	Washington	2012	47.6	-117.2
Faction Brewing Company, LLC	Alameda	California	2013	37.77	-122.28
Fairbanksfermentation, LLC	Fairbanks	Alaska	2011	64.6	-147.3
Farmers Brewing Company, LLC	Princeton	California	2017	39.43	-122.07
Fearless Brewing Co	Estacada	Oregon	2006	45.1	-122.1
Feather River Brewing Co	Magalia	California	2006	39.9	-121.5
Feathered Serpent Brewery, LLC	West Covina	California	2017	34.07	-117.94
Fete Today, Inc.	Lodi	California	2015	38.2	-121.1
Figurehead Brewing Company LLC	Seattle	Washington	2016	47.66	-122.38
Filter and Brew LLC	San Francisco	California	2016	37.75	-122.42
Firefighter Brewing Company LLC	Lakewood	Washington	2015	47.16	-122.5
Firestone Walker, Inc.	Paso Robles	California	1997	35.6	-120.9
Firestonebeer	Paso Robles	California	2009	35.6	-120.9
Firsty Associates LLC	Campbell	California	2015	37.28	-121.94
Fish Brewing Co.	Olympia	Washington	1992	47.0	-122.9
Fish On Rice, LLC	Carlsbad	California	2012	33.16	-117.28
Flightline Brewing	Livermore	California	2014	37.4	-121.6
Flyboy Brewing	Tualatin	Oregon	2013	45.37	-122.76
Flybrew LLC	San Gabriel	California	2013	34.09	-118.1
