name	city	state	founded	lat	long
The Foodery Phoenixvlle Inc	Blue Bell	Pennsylvania	2015	40.16	-75.28
The Great Lakes Brewing Co	Cleveland	Ohio	1988	41.48	-81.7
The Guy Beer	Warren	Vermont	2009	44.11	-72.85
The Irish Mafia Brewing Co LLC	Victor	New York	2016	42.98	-77.42
The Knickerbocker	Grand Rapids	Michigan	2016	42.98	-85.71
The Landmark Brewing Co	East Syracuse	New York	2003	43.09	-76.05
The Lion Brewery Inc	Wilkes Barre	Pennsylvania	1905	41.27	-75.84
The Lumber Company Brewery LLC	Warren	Pennsylvania	2014	41.8	-79.1
The Michigan Beer Growler Company	Franklin	Michigan	2014	42.52	-83.26
The Mishawaka Brewing Company	Granger	Indiana	1992	41.73	-86.12
The New Buffalo Brewing Co Inc	Clarence	New York	2013	43.0	-78.61
The North Brewery LLC	Endicott	New York	2012	42.1	-76.1
The Oracle Brewing Company	Saginaw	Michigan	2012	43.42	-83.97
The Other Farm Brewing Company	Boyertown	Pennsylvania	2012	40.3	-75.7
The Party Solution	Fremont	Michigan	2010	43.5	-85.9
The Pittsburgh Brewing Company	Pittsburgh	Pennsylvania	1891	40.47	-79.95
The Rivertown Brewing Company LLC	Middletown	Ohio	2009	39.44	-84.38
The Stroh Companies Inc	Detroit	Michigan	1850	42.35	-83.0
The Switchback Beerworks Inc	Burlington	Vermont	2002	44.48	-73.2
The Tap	Bloomington	Indiana	2013	39.2	-86.6
The Tri City Brewing Company	Bay City	Michigan	2007	43.6	-83.9
The Washington Brewing Company	Washington	Pennsylvania	2016	40.2	-80.2
The Westchester Homebrewers Organization Inc	Mohegan Lake	New York	2016	41.31	-73.85
The White Lion Brewing Company LLC	Springfield	Massachusetts	2013	42.1	-72.52
The Winery At Wyndridge Farm LLC	Dallastown	Pennsylvania	2013	39.88	-76.65
Thieme and Wagner Brewing Company	Lafayette	Indiana	2016	40.3	-86.9
Thirsty Dog Brewing Co	Akron	Ohio	2003	41.07	-81.52
Thomas Hooker Brewing Co LLC	Bloomfield	Connecticut	2006	41.85	-72.74
Three Floyds Brewing, LLC	Munster	Indiana	1996	41.55	-87.5
Three Sheeps	Sheboygan	Wisconsin	2014	43.76	-87.71
Threshers Brewing Co LLC	Warren	Maine	2016	44.12	-69.24
Throwback Brewery LLC	North Hampton	New Hampshire	2010	42.98	-70.83
Tin Bridge Brewing, LLC	Westfield	Massachusetts	2016	42.2	-72.8
Tin Lizard Brewing Co	Newtown Square	Pennsylvania	2016	39.98	-75.44
Tk Beer, Inc.	Upper Darby	Pennsylvania	2008	39.96	-75.27
Tower Hill Berery	Chalfont	Pennsylvania	2014	40.29	-75.21
Trail Point Brewing Company	Allendale	Michigan	2014	42.98	-85.95
Train Wreck Distillery L.L.C.	Mount Holly	New Jersey	2015	40.01	-74.79
Tri Town Discount Liquors	Canton	Massachusetts	2007	42.18	-71.12
Tribute Brewing Company LLC	Eagle River	Wisconsin	2016	45.9	-89.2
Trillium Brewing Company, LLC	Canton	Massachusetts	2011	42.18	-71.12
Triple Bottom Brewing Co	Haverford	Pennsylvania	2017	40.01	-75.31
Triple Eight Distillery, LLC	Nantucket	Massachusetts	2002	41.3	-70.1
Troegs Brewing Company	Hershey	Pennsylvania	1996	40.27	-76.6
Troon Brewing LLC	Belle Mead	New Jersey	2015	40.44	-74.65
Troy City Brewing LLC	Fall River	Massachusetts	2016	41.69	-71.13
Tuckahoe Brewing Company LLC	Egg Harbor Twp	New Jersey	2011	39.4	-74.6
Turtle Swamp Brewing LLC	Boston	Massachusetts	2015	42.31	-71.12
Tweed River Brewing Company, LLC	Mendham	New Jersey	2015	40.78	-74.59
Twin Lights Brewing, LLC	Leonardo	New Jersey	2016	40.41	-74.06
Twisted Branch Brewing Company LLC	Dearborn Heights	Michigan	2014	42.29	-83.26
Two Bandits Brewing Company LLC	Bryan	Ohio	2016	41.5	-84.5
Two Left Feet Brewing LLC	Grand Rapids	Michigan	2014	42.88	-85.53
Two Tall Brewing Company LLC	Burlington	Wisconsin	2013	42.6	-88.3
Tygart Beverage Co Inc	Troy	Pennsylvania	2004	41.8	-76.8
Tyranena Brewing Company, LLC	Lake Mills	Wisconsin	1998	43.1	-88.9
Ultimate Brewing Company	Drums	Pennsylvania	2015	41.0	-76.0
Unbridled Brewing Company, LLC	Middletown	Ohio	2014	39.44	-84.38
Under The Staircase Brewing Company LLC	Fort Wayne	Indiana	2016	41.15	-85.11
Union House Brewing LLC	Plum City	Wisconsin	2011	44.6	-92.2
Universal Crush, LLC	Allston	Massachusetts	2011	42.36	-71.13
Untold Brewing LLC	Scituate	Massachusetts	2015	42.21	-70.77
Upland Brewing Company	Indianapolis	Indiana	2009	39.82	-86.12
Upland Brewing Company, Inc.	Bloomington	Indiana	1996	39.2	-86.6
Upper Pass Beer Co. LLC	Tunbridge	Vermont	2015	43.9	-72.48
Uptown Local	New York	New York	1991	40.78	-73.95
Urban Brewing Initiative, L.L.C.	Detroit	Michigan	2014	42.3	-83.3
Valcour Brewing Company LLC	Plattsburgh	New York	2012	44.65	-73.47
Vanberg & Dewulf Co Inc.	Cooperstown	New York	2012	42.7	-74.9
Vermont Beer Shapers, Ltd.	Springfield	Vermont	2014	43.3	-72.5
Vermont Brewers Association	Burlington	Vermont	2018	44.48	-73.2
Vermont Pub Brewry Burlington	Burlington	Vermont	1988	44.48	-73.2
Vernon Wine & Liquor Inc.	Long Island City	New York	2013	40.74	-73.94
Victory Brewing Company, LLC	Downingtown	Pennsylvania	1994	40.0	-75.7
Victory Parkesburg	Parkesburg	Pennsylvania	2017	39.96	-75.93
Vink & Beri LLC	Montgomeryville	Pennsylvania	2012	40.22	-75.23
Wachusett Brewing Company Inc	Westminster	Massachusetts	1993	42.56	-71.91
Wadsworth Brewing Company LLC	Wadsworth	Ohio	2016	41.1	-81.8
Warped Wing Brewing Company, LLC	Dayton	Ohio	2014	39.76	-84.21
Warsaw Brewing Corporation	Warsaw	Illinois	2007	40.3	-91.4
Wasser Brewing Company LLC	Greencastle	Indiana	2014	39.7	-86.9
Watch City Brewing Company, Inc.	Newburyport	Massachusetts	1994	42.81	-70.87
Water Street Brewery	Milwaukee	Wisconsin	1987	43.04	-87.89
WATERMARK BREWING CO LLC	Benton Harbor	Michigan	2015	42.1	-86.3
West Bend Brewing Company, Ltd.	West Bend	Wisconsin	1997	43.5	-88.2
West End Beer Mart	Johnstown	Pennsylvania	1987	40.37	-78.96
West Hempstead Beverage	West Hempstead	New York	2010	40.69	-73.65
West Kill Brewing LLC	West Kill	New York	2014	42.18	-74.34
Westend Brewing LLC	Cincinnati	Ohio	2005	39.11	-84.61
Westfield Beverage Company	Westfield	Pennsylvania	2007	41.9	-77.5
Weyerbacher Brewing Co	Easton	Pennsylvania	1994	40.65	-75.22
White Birch Brewing LLC	Nashua	New Hampshire	2009	42.77	-71.53
Whitehorse Brewing LLC	Berlin	Pennsylvania	2014	39.9	-78.9
Wilbos Inc	Quakertown	Pennsylvania	2015	40.5	-75.3
Wild Beard Brewing Co	Pepperell	Massachusetts	2016	42.67	-71.59
Wild Mitten LLC	Wyoming	Michigan	2014	42.9	-85.72
William Simon Brewery	Buffalo	New York	2000	42.86	-78.83
Willimantic Brewing Co. L.L.C.	Willimantic	Connecticut	1996	41.7	-72.21
Willoughby Brewing Company	Willoughby	Ohio	1996	41.64	-81.37
Windmill Brewing	Dyer	Indiana	2018	41.46	-87.5
Wirtz Beverage Illinois, LLC	Cicero	Illinois	2012	41.84	-87.76
Wisconsin Brewing Company, LLC	Verona	Wisconsin	2011	43.0	-89.6
Wissahickon Brewing Company	Philadelphia	Pennsylvania	2015	40.05	-75.23
Woodcock Brothers Brewing Comp	Wilson	New York	2013	43.27	-78.83
Woodland Hop Farm and Fermentation, LLC	Utica	New York	2015	43.2	-75.2
Woodward Avenue Brewers	Ferndale	Michigan	1997	42.46	-83.14
Wt Brews, LLC	Baldwinsville	New York	2013	43.2	-76.4
Ybc Holdings, Inc.	Philadelphia	Pennsylvania	1994	39.97	-75.12
Yellow Springs Brewery, LLC	Yellow Springs	Ohio	2012	39.8	-83.9
Yonkers Wholesale Beer Distributors Inc.	Yonkers	New York	2012	40.92	-73.89
York Harbor Brewing Company	Kittery	Maine	2015	43.11	-70.73
Ypsilanti Brewing Co	Ypsilanti	Michigan	2001	42.27	-83.6
Zbh Malting, Inc.	Massapequa	New York	2006	40.68	-73.46
Zenny Brewing Company LLC	Gloucester	Massachusetts	2015	42.63	-70.69
1 Beech Brewing	Port Orange	Florida	2015	29.1	-81.08
10k Brewing LLC	Anoka	Minnesota	2015	45.3	-93.4
12 Point Brewing Company LLC	Panama City	Florida	2013	30.3	-85.7
16 Mile Brewing Company, Inc.	Georgetown	Delaware	2009	38.7	-75.4
1821 Brewhouse Inc	Lawrenceville	Georgia	2015	34.01	-84.01
217 Brew Works	Wilson	North Carolina	2018	35.7	-77.9
217 Brew Works LLC	Wilson	North Carolina	2015	35.79	-77.98
23rd Street Brewery Acquisition LLC	Lawrence	Kansas	2006	38.89	-95.35
2nd Shift Brewing	Saint Louis	Missouri	2017	38.63	-90.27
3 Keys Brewing Company, LLC	Sarasota	Florida	2016	27.26	-82.52
3 Yee Haw LLC	Pigeon Forge	Tennessee	2015	35.76	-83.57
3rd Planet Brewing Inc.	Niceville	Florida	2015	30.6	-86.4
3rd Wave Brewing Co., LLC	Delmar	Delaware	2012	38.5	-75.5
4th Tap Brewing Cooperative	Austin	Texas	2015	30.38	-97.71
5 Seasons Brewing LLC	Alpharetta	Georgia	2007	34.09	-84.22
512 Brewing Company	Austin	Texas	2007	30.21	-97.8
88.12 West LLC	Dauphin Island	Alabama	2015	30.2	-88.2
900main LLC	Round Rock	Texas	2015	30.53	-97.72
903 Brewers LLC	Sherman	Texas	2014	33.6	-96.5
A C Miller Brewing Company	Eden	North Carolina	1977	36.5	-79.7
A Lively Brew LLC	Hot Springs	Arkansas	2015	34.5	-93.1
Abbey of The Holy Goats, Brewery, LLC	Roswell	Georgia	2015	34.02	-84.31
Abita Brewing Co., L.L.C.	Covington	Louisiana	1984	30.48	-90.1
ABS Oneshot, LP	Houston	Texas	2004	29.97	-95.34
Accurate Beverage Services LLC	Royse City	Texas	2013	32.9	-96.3
Ace Beverage Refurb & Sales LLC	Norcross	Georgia	2013	33.94	-84.21
Adam Dalton Distillery	Asheville	North Carolina	2011	35.59	-82.56
ADC Inc	Tucker	Georgia	2016	33.86	-84.21
Adelbert's Brewery LLC	Austin	Texas	2010	30.38	-97.71
Admerk Corp., Inc.	Washington	District of Columbia	2011	38.91	-77.02
Aftershock LLC	Inman	South Carolina	2016	35.1	-82.1
Against The Grain LLC	Louisville	Kentucky	2012	38.25	-85.75
AJS Brewing Co	Lewes	Delaware	2006	38.7	-75.2
Akademia Brewing Company LLC	Watkinsville	Georgia	2016	33.8	-83.4
Alliance Brewing Company, LLC	Knoxville	Tennessee	2015	35.9	-83.8
Alltech Lexington Brewing and Distillery	Lexington	Kentucky	2016	38.05	-84.5
Alltechs Lexington Brewing & Distilling Co	Lexington	Kentucky	2010	38.05	-84.5
Altmeyer & Lewis Brewing Company, LLC	San Marcos	Texas	2015	29.9	-98.0
American Beerworks, LLC	Atlanta	Georgia	2016	33.79	-84.35
Millercoors LLC	Milwaukee	Wisconsin	1855	43.04	-87.97
Anheuser Busch Investment	Saint Louis	Missouri	1984	38.59	-90.22
Anheuser-Busch Companies, LLC	Saint Louis	Missouri	1848	38.59	-90.22
Millercoors LLC	Pittsford	New York	1855	43.06	-77.53
Millercoors LLC	Stockbridge	Georgia	1855	33.6	-84.2
Anheuser-Busch Inbev Worldwide Inc.	Saint Louis	Missouri	2008	38.59	-90.22
Anheuser-Busch International Holdings, Inc.	Saint Louis	Missouri	1993	38.59	-90.22
Anheuser-Busch River North Investment Capital Corporation	Saint Louis	Missouri	2009	38.59	-90.22
Anheuser-Busch San Diego Wholesaler Development Corporation	Saint Louis	Missouri	2009	38.59	-90.22
Anheuser-Busch Spanish Holdings, Inc.	Saint Louis	Missouri	2009	38.59	-90.22
Anheuser-Busch Wholesaller Development Corp.	Saint Louis	Missouri	2009	38.59	-90.22
Anheuser-Busch Wholesaller Development Corporation III	Saint Louis	Missouri	2009	38.59	-90.22
Anheuser-Busch World Trade Ltd.	Saint Louis	Missouri	2009	38.59	-90.22
Anheuser-Busch, LLC	Fort Collins	Colorado	1852	40.7	-105.0
Anheuser-Busch, LLC	Duluth	Georgia	1852	34.02	-84.14
Anheuser-Busch, LLC	Saint Louis	Missouri	1852	38.59	-90.22
Apple A Day, Inc.	Sarasota	Florida	1993	27.33	-82.35
Arcticbrew, Inc.	Lawrenceville	Georgia	2009	34.01	-84.01
Asi Yahola Brewing Company LLC	Athens	Georgia	2019	34.0	-83.35
Aspire Beverage Company, LLC	Victoria	Minnesota	2012	44.86	-93.66
Athens Brewing Co	Athens	Texas	2015	32.2	-95.8
Atlanta Technology Group, Inc.	Tucker	Georgia	2018	33.86	-84.21
Atlantic Brewing Co	Atlanta	Georgia	2001	33.84	-84.38
Atlas Brew Works	Washington	District of Columbia	2012	38.91	-76.98
Atlast Brewing Company LLC	Atlanta	Georgia	2015	33.74	-84.38
August Schell Brewing Company	New Ulm	Minnesota	1860	44.3	-94.5
Augusta Brewing Co	Augusta	Missouri	2000	38.61	-90.88
Authentic Beverages Company, Inc.	Austin	Texas	2003	30.24	-97.75
Aviator Brewing Company	Fuquay Varina	North Carolina	2011	35.5	-78.8
Aviator Brewing Company, Inc.	Holly Springs	North Carolina	2008	35.61	-78.87
Azimuth Spirits LLC	Norman	Oklahoma	2017	35.2	-97.5
B & B Brewery Company LLC	Norfolk	Virginia	2016	36.91	-76.22
Ba Brewmeister Inc	Hampton	Virginia	1996	37.06	-76.41
Bacardi USA	Bentonville	Arkansas	2011	36.3	-94.3
Back Alley Brewers and More LLC	Ponca City	Oklahoma	2018	36.7	-97.1
Back Forty Beer Company, LLC	Gadsden	Alabama	2009	34.0	-85.9
Back Home Brewing, LLC	Ozark	Missouri	2015	37.1	-93.2
Backcountry Brewery and Taproom	Rowlett	Texas	2016	32.89	-96.55
Backswing Brewing Co., LLC	Lincoln	Nebraska	2016	40.79	-96.76
Backyard Distillery LLC	Manning	South Carolina	2015	33.6	-80.2
Bad Habit Brewing Company L. L. C.	Saint Joseph	Minnesota	2014	45.6	-94.4
Badwolf Brewing Company, LLC	Manassas	Virginia	2012	38.74	-77.49
Baile Cask & Kettle LLC	Urbana	Maryland	2017	39.34	-77.38
Bald Man Brewing, Inc.	Eagan	Minnesota	2017	44.81	-93.2
Bald Top Brewing Co, LLC	Madison	Virginia	2016	38.5	-78.3
Baldwinpark Brewing Company	Orlando	Florida	2016	28.55	-81.3
Ballad Brewing LLC	Danville	Virginia	2018	36.6	-79.5
Bannon Corporation	Saint Louis	Missouri	2009	38.59	-90.22
Bari-Canada, Inc.	Saint Louis	Missouri	2009	38.59	-90.22
Barley Boys Brewery Co.	Omaha	Nebraska	1995	41.21	-96.05
Barnhouse Brewery, LLC	Leesburg	Virginia	2011	39.2	-77.5
Basic Brewery LLC	Greenville	South Carolina	2018	34.86	-82.29
Battle & Brew of Sandy Springs LLC	Sandy Springs	Georgia	2015	33.93	-84.4
Bauhaus Brew Labs L. L. C.	Minneapolis	Minnesota	2013	45.0	-93.24
Bayne Brewing Company	Cornelius	North Carolina	2015	35.47	-80.89
Bayou Teche Brewing L.L.C.	Arnaudville	Louisiana	2009	30.4	-91.9
Bb2 LLC	Oklahoma City	Oklahoma	1998	35.48	-97.5
Beacon Beverage Imports LLC	Southlake	Texas	2008	32.96	-97.15
Beal Distributing, Inc.	Sioux Falls	South Dakota	1983	43.6	-96.68
Beale Street Brewing Co. LLC	Memphis	Tennessee	2016	35.14	-90.0
Bear Chase Brewing Company, LLC	Bluemont	Virginia	2017	39.09	-77.89
Beer and Loathing On Broadway	Council Bluffs	Iowa	2010	41.2	-95.8
Beer and Tobacco Express	Brunswick	Georgia	2010	31.3	-81.5
Beer and Tobacco Watertown	Watertown	Tennessee	2009	36.1	-86.2
Beer Engineers LLC	Birmingham	Alabama	2012	33.4	-86.7
Beer Judge Certification Program Inc	Minneapolis	Minnesota	2008	44.95	-93.34
Beer Study	Chapel Hill	North Carolina	2014	35.9	-79.2
Beltway Brewing Company, LLC	Sterling	Virginia	2011	39.02	-77.4
Bend Brewing LLC	Chattanooga	Tennessee	2007	35.03	-85.31
Beno's Brew & Que	Port Charlotte	Florida	2016	27.0	-82.2
Bentonville Brewing, LLC	Rogers	Arkansas	2015	36.3	-94.0
Berry Company LLC	Leander	Texas	2015	30.5	-97.9
Bevchek, Inc.	Fort Myers	Florida	2010	26.47	-81.81
Big Bend Bees, LLC	Alpine	Texas	2015	30.0	-103.4
Big Blue Brewing LLC	Cape Coral	Florida	2015	26.57	-81.94
Big Storm Brewery, LLC	Odessa	Florida	2012	28.2	-82.6
Big Timber Brewing Company LLC	Elkins	West Virginia	2012	38.9	-79.8
Bishop Brew	Ottawa	Kansas	1999	38.6	-95.3
Black Bear Cider Company LLC	Saint Louis	Missouri	2016	38.67	-90.32
Black Flag Brewing Company, LLC	Columbia	Maryland	2014	39.17	-76.84
Black Hoof Brewing Company LLC	Leesburg	Virginia	2016	39.1	-77.6
Black-Eyed Susan Brewing Company, LLC	Columbia	Maryland	2013	39.2	-76.88
Blacksburg Brewing Co	Charlottesville	Virginia	2007	38.0	-78.6
Blackstone Brewing Company, LLC	Nashville	Tennessee	2009	36.15	-86.9
Blanca's Tequila Incorporated	Saint Louis	Missouri	2009	38.45	-90.33
Blind Mouth Brewing Company LLC	Saint Petersburg	Florida	2016	27.74	-82.69
Blue Blood Brewing Company, Inc.	Lincoln	Nebraska	2011	40.78	-96.7
Blue Kudzu Sake	Asheville	North Carolina	2013	35.59	-82.56
Blue Mountain Brewery, Inc.	Afton	Virginia	2006	37.98	-78.79
Blue Ridge Bites and Brews LLC	Blowing Rock	North Carolina	2016	36.1	-81.7
Bluebonnet Beer Company, LLC	Round Rock	Texas	2013	30.5	-97.64
Blues City Brewery, LLC	Memphis	Tennessee	2011	35.04	-89.93
Bluff City Brewery, LLC	Memphis	Tennessee	2018	35.16	-89.92
Bogmayer Ltd. Co.	North Charleston	South Carolina	2017	32.89	-80.06
Bombshell Beer Company, LLC	Holly Springs	North Carolina	2012	35.61	-78.87
Border Brewing Co.	Kansas City	Missouri	2018	39.08	-94.58
Boss Burger and Brew	Hialeah	Florida	2016	25.94	-80.32
Bossier Parish Distillery LLC	Bossier City	Louisiana	2016	32.58	-93.69
Bottletree Beer Co., LLC	Tryon	North Carolina	2009	35.3	-82.2
Bousa Brewing Co	Miami	Florida	2015	25.85	-80.18
Boxcar Brewery, LLC	Lancaster	South Carolina	2012	34.8	-80.7
Brackish Brewing Company Inc	Orlando	Florida	2016	28.47	-81.39
Bradley Distributing Company	Kennett	Missouri	2001	36.2	-90.0
Brau Brothers Brewing Co LLC	Marshall	Minnesota	2006	44.4	-95.7
Brazos Valley Brewing Company, LLC	Brenham	Texas	2013	30.2	-96.4
Breckenridge Brewery LLC	Saint Louis	Missouri	2016	38.59	-90.22
Brevard Brewing Co.	Brevard	North Carolina	2016	35.2	-82.8
Brew & Bottle, Inc	Saint Paul	Minnesota	1995	44.93	-93.12
Brew Brunswick, LLC	Brunswick	Maryland	2016	39.32	-77.62
Brew Bus Brewing Inc	Tampa	Florida	2012	27.99	-82.46
Brew Central LLC	Jacksonville	Florida	2015	30.32	-81.68
Brew Coffee LLC	Sugar Hill	Georgia	2016	34.12	-84.01
Brew Hub, LLC	Lakeland	Florida	2012	28.04	-82.01
Brew Lab	Overland Park	Kansas	2013	38.99	-94.68
Brew Masters of Goldsboro	Goldsboro	North Carolina	2017	35.4	-77.9
Brew Publik Incorporated	Charlotte	North Carolina	2015	35.21	-80.86
Brew U LLC	Louisville	Kentucky	2013	38.2	-85.5
Brew Water Enterprises LLC	Victoria	Minnesota	2014	44.86	-93.66
Brew, LLC	Dickinson	North Dakota	2011	46.9	-102.8
Brewbicle	Minneapolis	Minnesota	2012	44.94	-93.22
Brewco LLC	Rural Retreat	Virginia	2015	36.9	-81.3
Brewer Agency	Quitman	Arkansas	2016	35.4	-92.2
Brewing	Dripping Springs	Texas	2017	30.2	-98.1
Brewing A Better Forest Inc	Minneapolis	Minnesota	2016	44.93	-93.28
Brewing LLC	Minneapolis	Minnesota	2015	44.94	-93.25
Brewmasters Inc.	Wilson	North Carolina	2013	35.7	-77.9
Brickstreet Brews LLC	Rogers	Arkansas	2014	36.3	-94.0
Bricktown Brewery	Wichita Falls	Texas	2016	33.86	-98.55
Bridal Brewing LLC	Ave Maria	Florida	2016	26.2	-81.2
Bridge Brew Works LLC	Fayetteville	West Virginia	2008	38.1	-81.0
Broken Antler Craft Brew and Cigar L.L.C.	Port St Lucie	Florida	2011	27.25	-80.33
Broken Cauldron LLC	Orlando	Florida	2015	28.53	-81.41
Broken Clock Brewing Cooperative	Minneapolis	Minnesota	2015	45.02	-93.24
Broken Window Brewing Company LLC	Winchester	Virginia	2016	39.17	-78.17
Bros2hoes Brewery Inc.	Lake City	Iowa	2013	42.3	-94.7
Brown Jerrys Blues Brews	Pacific	Missouri	2016	38.5	-90.7
Bs Unlimited, LLC	Imperial	Missouri	2005	38.4	-90.4
BTS Two, LLC	Washington	District of Columbia	2014	38.94	-77.09
Buff Brews	Houston	Texas	2014	29.77	-95.41
Buffalo Bayou Brewing Company	Houston	Texas	2015	29.77	-95.41
Buffalo Ridge Brewing Project, LLC	Hartford	South Dakota	2018	43.6	-97.0
Bull Creek Brewing LLC	Austin	Texas	2015	30.4	-97.75
Bull Durham Beer Co., LLC	Durham	North Carolina	2016	35.99	-78.9
Bur Oak Brewing Company LLC	Columbia	Missouri	2010	38.9	-92.2
Burial Beer Co., LLC	Asheville	North Carolina	2012	35.59	-82.56
Burley Oak LLC	Berlin	Maryland	2011	38.3	-75.2
Busch Entertainment Company International, Inc.	Orlando	Florida	2009	28.45	-81.46
Bushwacker Beverage Company, LLC	Cape Girardeau	Missouri	2012	37.4	-89.6
C. Villanueva Company, L.L.c	Houston	Texas	2007	29.75	-95.49
Cabana Beverages, Inc.	Houston	Texas	2011	29.83	-95.47
Cabarrus Brewing Company LLC	Concord	North Carolina	2016	35.4	-80.7
Cahaba Brewing Company, LLC	Birmingham	Alabama	2011	33.52	-86.77
Cajunboyz Brewery, LLC	Reserve	Louisiana	2016	30.06	-90.57
Calfkiller Brewing Co	Sparta	Tennessee	2012	35.9	-85.5
Cape Charles Brewing Company	Cape Charles	Virginia	2016	37.3	-75.8
Caphin, Inc.	Houston	Texas	2012	29.75	-95.35
Capitol Brewing Company, Pbc	Lexington	Kentucky	2018	38.05	-84.5
Caram Company	Murfreesboro	Tennessee	2015	35.89	-86.32
Carbon Brew, L.L.C.	Houston	Texas	2010	29.8	-95.5
Carolina Bauernhaus, LLC	Anderson	South Carolina	2014	34.6	-82.8
Carolina Beverage Group, LLC	Mooresville	North Carolina	1997	35.6	-80.8
Carolina Brewing Company LLC	Holly Springs	North Carolina	1994	35.61	-78.87
Carolina Global Inc	Columbia	South Carolina	2012	34.12	-80.87
Carroll Farms LLC	Frederick	Maryland	2015	39.36	-77.46
Carter Beverage Company	Fort Payne	Alabama	2011	34.4	-85.7
Cash-WA Distributing Company	Aberdeen	South Dakota	2014	45.5	-98.5
Castle Danger Brewery	Two Harbors	Minnesota	2014	47.3	-91.6
Castleburg Brewery LLC	Richmond	Virginia	2015	37.55	-77.46
Cat's Eye Distillery, LLC	Bettendorf	Iowa	2016	41.57	-90.46
Cedar Island Brewing Company LLC	Albertville	Minnesota	2016	45.24	-93.67
Cerberus Craft Distillery, LLC	Tampa	Florida	2016	28.01	-82.5
Cervejas Premium Do Brazil, LLC	Boca Raton	Florida	2015	26.38	-80.1
Champion Brewering Company	Charlottesville	Virginia	2014	38.0	-78.5
Chaos Mountain Brewing LLC	Callaway	Virginia	2013	37.0	-80.1
Chattanooga Brewing Co	Chattanooga	Tennessee	2010	35.03	-85.31
Chava Solas Distilling Co LLC	La Vista	Nebraska	2010	41.18	-96.07
Checker Spot Brewing	Baltimore	Maryland	2016	39.28	-76.53
Chela Brewing Company, LLC	Lakewood Ranch	Florida	2016	27.41	-82.38
Cherry Girl Enterprises LLC	Mount Clare	West Virginia	2005	39.22	-80.28
Chesapeake Beer Works	Baltimore	Maryland	2015	39.26	-76.5
Chesapeakemaine Trey	Rehoboth Beach	Delaware	2016	38.7	-75.1
Chip N Sip Inc	Shelby	North Carolina	1996	35.2	-81.6
Chocolate City Beer LLC	Washington	District of Columbia	2009	38.94	-76.99
Chris J. Yahnis Corporation, Inc.	Florence	South Carolina	1966	34.21	-79.82
Chuck Mach Miller Brewing	Baltimore	Maryland	2002	39.39	-76.53
Chula Pasion, LLC	San Angelo	Texas	2013	31.5	-100.3
Cib Brewery	Macedonia	Iowa	2018	41.2	-95.5
Cibolo Creek Brewing LLC	Boerne	Texas	2014	29.9	-98.7
Cigar City Brewing LLC	Tampa	Florida	2007	27.96	-82.54
Citizens Brewing, LLC	Silver Spring	Maryland	2013	39.0	-77.04
City Center Beverages	Georgetown	Texas	2007	30.7	-97.8
Civic Center Corportation	Saint Louis	Missouri	2009	38.59	-90.22
Clipper City Brewing Company, LP	Baltimore	Maryland	1994	39.24	-76.67
Coast Brewing Co LLC	North Charleston	South Carolina	2008	32.85	-79.99
Coastal Brewing Co	Annapolis	Maryland	2007	38.99	-76.54
Coastal Canopy Brewhouse LLC	Spotsylvania	Virginia	2016	38.2	-77.7
Coastal Empire Beer Co	Savannah	Georgia	2013	32.04	-81.17
Cold Brew Beans, LLC	Austin	Texas	2015	30.31	-97.98
Cold Spring Brewing Company	Cold Spring	Minnesota	1997	45.5	-94.4
Comeback Brewing II, Inc.	San Antonio	Texas	2003	29.58	-98.48
Comeback Brewing, Inc	San Antonio	Texas	1984	29.58	-98.48
Computer Parts	Dadeville	Alabama	2016	32.8	-85.8
Confluence Brewing Company, LLC	Des Moines	Iowa	2011	41.55	-93.62
Conquest Brewing Company Inc	Columbia	South Carolina	2012	34.04	-81.11
Coop Ale Works LLC	Oklahoma City	Oklahoma	2008	35.42	-97.65
Core Brewing and Distilling Company	Springdale	Arkansas	2010	36.2	-94.0
Cork & Barrel, Inc.	Cumming	Georgia	2010	34.3	-84.2
Cosmos Brewing Company LLC	Hugo	Minnesota	2015	45.2	-93.0
Country Boy Brewery	Lexington	Kentucky	2011	38.05	-84.5
Craft Beverage Concepts LLC	Lagrange	Georgia	2016	33.0	-85.1
Craftsman Distillery, LLC	Chesterfield	Virginia	2016	37.3	-77.6
Craggie Brewing Company	Swannanoa	North Carolina	2008	35.63	-82.4
Crazy Mule Food & Brew LLC	Greensburg	Kansas	2016	37.6	-99.3
Crooked Thumb Brewery LLC	Safety Harbor	Florida	2015	28.01	-82.69
Cuyuna Brewing Company L.L.C.	Crosby	Minnesota	2016	46.6	-94.0
Dahlheimer Beverage, LLC	Minneapolis	Minnesota	2011	44.976	-93.272
Daiquiri Cafe	Duncanville	Texas	2014	32.63	-96.91
Daiquiris To Go	Dallas	Texas	2010	32.78	-96.82
Day's End Brewing Company LLC	Saint Louis	Missouri	2013	38.61	-90.29
Dead Beach Brewery, LLC	El Paso	Texas	2013	31.76	-106.48
Deep Ellum Brewing Company, LLC	Dallas	Texas	2010	32.78	-96.78
Deep Sleep Brewing Company LLC	Washington	Missouri	2015	38.5	-91.0
Deepwoodsbevco3 Beverage Company	Tuskegee	Alabama	2018	32.4	-85.7
Delmar Brewing Company LLC	Salisbury	Maryland	2009	38.35	-75.53
Delmar Brewing Company, LLC	Salisbury	Maryland	2008	38.35	-75.53
